,code
21431,HER_35152.t1:Sp-Ube2j1
21432,HER_35153.t1:Sp-Ube2j1
21433,HER_35154.t1:Sp-Nsun4_1
21434,HER_35155.t1.1.5f2c6c6a:Sp-FancgL
21435,HER_35155.t1.2.5f2c6c6a:Sp-FancgL
21436,HER_35155.t1.3.5f2c6c6a:Sp-FancgL
21437,HER_35155.t1:Sp-FancgL
21438,HER_35156.t1:Sp-Lsm10
21439,HER_35157.t1:Sp-Jagnh1L
21440,HER_35158.t1:none
21441,HER_35159.t1:Sp-Rars2
21442,HER_3516.t1:Sp-Hypp_500
21443,HER_35161.t1:Sp-Z314
21444,HER_35162.t1:Sp-Pcyt2_1
21445,HER_35163.t1:Sp-Pcyt2_1
21446,HER_35164.t1:Sp-Pcyt2_1
21447,HER_35165.t1:Sp-Pcyt2_1
21448,HER_35166.t1:Sp-Pcyt2_1
21449,HER_35167.t1:Sp-Pcyt2_1
21450,HER_35168.t1:Sp-Pcyt2_1
21451,HER_35169.t1:Sp-Dom3zL_1
21452,HER_3517.t1:Sp-Nlr62
21453,HER_35170.t1.1.5f2c6c6a:Sp-Sesn2
21454,HER_35170.t1:Sp-Sesn2
21455,HER_35172.t1:Sp-Armc2_1
21456,HER_35174.t1:Sp-Tpase8
21457,HER_35177.t1:none
21458,HER_35178.t1:none
21459,HER_3518.t1:none
21460,HER_35181.t1:none
21461,HER_35182.t1:none
21462,HER_35183.t1:Sp-Prss23
21463,HER_35184.t1:Sp-Hypp_2021
21464,HER_35185.t1:Sp-Hypp_3085
21465,HER_35186.t1:Sp-Naalad2L_1
21466,HER_35187.t1:Sp-Gal/lec5
21467,HER_35189.t1:Sp-Naalad2L_1
21468,HER_35190.t1:Sp-Gal/lec5
21469,HER_35191.t1:Sp-Naalad2L_3
21470,HER_35192.t1:Sp-Sord
21471,HER_35193.t1:Sp-Hypp_432
21472,HER_35195.t1:none
21473,HER_35196.t1:Sp-Tlr020
21474,HER_35197.t1:Sp-Nox4
21475,HER_35198.t1_HER_35199.t1_HER_35199.t1.1.5f2c6c6b:Sp-Redt
21476,HER_35201.t1:Sp-Pde10a
21477,HER_35202.t1:Sp-Hypp_2195
21478,HER_35204.t1_HER_35207.t1:Sp-Bdh
21479,HER_35208.t1:Sp-Cul5
21480,HER_35209.t1:Sp-Cul5
21481,HER_35209.t2:Sp-Cul5
21482,HER_35210.t1:Sp-Atub9
21483,HER_35211.t1:none
21484,HER_35212.t1:Sp-Tuba1c_2
21485,HER_35213.t1:Sp-Atub1
21486,HER_35214.t1:none
21487,HER_35215.t1:Sp-Atub11
21488,HER_35216.t1:none
21489,HER_35217.t1.1.5f2c6c6b:Sp-Oxidrd
21490,HER_35217.t1:Sp-Oxidrd
21491,HER_35218.t1:Sp-Sf3a3
21492,HER_35219.t1:Sp-Fam76a
21493,HER_35220.t1.1.5f2c6c8c:Sp-Slc30a1
21494,HER_35220.t1.2.5f2c6c8c:Sp-Slc30a1
21495,HER_35220.t1:Sp-Slc30a1
21496,HER_35221.t1:Sp-Hypp_3045
21497,HER_35222.t1:Sp-Hypp_289
21498,HER_35224.t1:Sp-Tnfaip3
21499,HER_35225.t1:Sp-Snip1
21500,HER_35226.t1:Sp-Urb1
21501,HER_35229.t1:Sp-Urb1
21502,HER_35230.t1:Sp-Hypp_672
21503,HER_35231.t1:Sp-Hypp_672
21504,HER_35234.t1:Sp-Urb1_1
21505,HER_35235.t1:none
21506,HER_35236.t1:Sp-Ndc80L
21507,HER_35237.t1:Sp-Ndc80L
21508,HER_35238.t1:none
21509,HER_35239.t1:Sp-Rnf160
21510,HER_3524.t1:Sp-Nlr198_1
21511,HER_35241.t1:Sp-TyrL
21512,HER_35242.t1:Sp-SnsL
21513,HER_35243.t1:Sp-B3galt1_16
21514,HER_35244.t1:Sp-B3galt1L_4
21515,HER_35245.t1:Sp-Clect_83
21516,HER_35246.t1:none
21517,HER_35249.t1:Sp-Clect_83
21518,HER_3525.t1:Sp-Nlr10
21519,HER_35250.t1:Sp-Hypp_2821
21520,HER_35251.t1:none
21521,HER_35252.t1:none
21522,HER_35253.t1:Sp-Xpo4_1
21523,HER_35255.t1:Sp-Hypp_592
21524,HER_35256.t1:Sp-Hypp_592
21525,HER_35258.t1:Sp-B3galt1_16
21526,HER_35259.t1:none
21527,HER_3526.t1:Sp-MaoaL
21528,HER_35260.t1:Sp-Xpo4_1
21529,HER_35261.t1:Sp-Hypp_592
21530,HER_35262.t1:Sp-Xpo4
21531,HER_35263.t1:none
21532,HER_35264.t1.1.5f2c6c8e:Sp-Popdc3L
21533,HER_35264.t1:Sp-Popdc3L
21534,HER_35265.t1:Sp-Bves
21535,HER_35266.t1:Sp-Pdss2
21536,HER_35267.t1:Sp-PolypL_950
21537,HER_35268.t1:Sp-Hypp58
21538,HER_35269.t1:none
21539,HER_3527.t1:Sp-Endrvt63
21540,HER_35270.t1:Sp-Hao1_8
21541,HER_35271.t1:Sp-NeurmdnBLr
21542,HER_35272.t1:Sp-NeurmdnBLr
21543,HER_35273.t1:Sp-Nphp3
21544,HER_35279.t1:none
21545,HER_35281.t1:Sp-Hypp_174
21546,HER_35282.t1:Sp-Ccdc81
21547,HER_35286.t1:Sp-Irf4
21548,HER_35288.t1:Sp-Irf4
21549,HER_3529.t1:Sp-Nlr31
21550,HER_35290.t1_HER_35289.t1:Sp-Tdrd4
21551,HER_35292.t1:Sp-Tdrd4
21552,HER_35292.t2:none
21553,HER_35294.t1:Sp-Irf4
21554,HER_35295.t1:Sp-Irf4
21555,HER_35296.t1:Sp-Irf4
21556,HER_35298.t1:Sp-PolppL_54
21557,HER_353.t1:Sp-Endrvt22
21558,HER_3530.t1:Sp-Hypp_9787
21559,HER_35301.t1:Sp-Ccdc81
21560,HER_35302.t1:Sp-Hypp_174
21561,HER_35304.t1:Sp-RtL_17
21562,HER_35307.t1:Sp-Crea_1
21563,HER_35308.t1:Sp-KirrelL
21564,HER_3531.t1:Sp-Hypp_9787
21565,HER_35311.t1:Sp-PolypL_936
21566,HER_35312.t1:Sp-Hypp_1028
21567,HER_35313.t1:Sp-Bhmt_5
21568,HER_35314.t1:Sp-Bhmt_5
21569,HER_35315.t1:Sp-Bhmt_7
21570,HER_35316.t1:Sp-Bhmt_7
21571,HER_35317.t1:Sp-Hypp_1685
21572,HER_35318.t1:Sp-Bhmt_7
21573,HER_35319.t1:Sp-Hypp_1679
21574,HER_35323.t1:Sp-PolypL_64
21575,HER_35325.t1:Sp-Hypp_1679
21576,HER_35329.t1:Sp-Tmem57
21577,HER_3533.t1:Sp-Nlr198_1
21578,HER_35330.t1:Sp-Fam46c
21579,HER_35331.t1:Sp-Bckdhb
21580,HER_35333.t1:Sp-Ccdc60L
21581,HER_35335.t1:none
21582,HER_35336.t1:Sp-Hypp_1459
21583,HER_35337.t1:Sp-PppL_140
21584,HER_35339.t1:Sp-Z105
21585,HER_3534.t1:Sp-Hypp_500
21586,HER_35341.t1:Sp-Z105
21587,HER_35345.t1:Sp-Hypp_925
21588,HER_35346.t1:Sp-Bckdhb
21589,HER_35347.t1:Sp-Ccdc60L
21590,HER_35349.t1:Sp-Unc44L_45
21591,HER_3535.t1:Sp-Nlr38
21592,HER_3535.t2:Sp-Nlr38
21593,HER_35352.t1:Sp-Hypp_2701
21594,HER_35354.t1:Sp-Hypp_925
21595,HER_35356.t1:Sp-Dnajc8l
21596,HER_35357.t1:Sp-Hypp_2862
21597,HER_3536.t1:Sp-Nlr198_1
21598,HER_35361.t1:Sp-Hypp_2862
21599,HER_35365.t1:Sp-ArsbL
21600,HER_35366.t1:none
21601,HER_35367.t1:none
21602,HER_35368.t1:Sp-Tie1L2
21603,HER_3537.t1:Sp-Nlr93
21604,HER_35371.t1:Sp-ArsbL
21605,HER_35372.t1:none
21606,HER_35373.t1:none
21607,HER_35374.t1:none
21608,HER_35375.t1:Sp-Fn3f_29
21609,HER_35376.t1:none
21610,HER_35378.t1:Sp-Shpk
21611,HER_35379.t1:Sp-Cryl1_1
21612,HER_3538.t1:Sp-Nlr198
21613,HER_35380.t1:Sp-Tlr073
21614,HER_35381.t1:Sp-Fn3krp_1
21615,HER_35382.t1:Sp-Tlr152
21616,HER_35383.t1:Sp-Fn3krp_1
21617,HER_35384.t1:none
21618,HER_35385.t1:Sp-Fn3krp_1
21619,HER_35387.t1:Sp-Hypp_2053
21620,HER_35388.t1:Sp-Mamdc2-2
21621,HER_35389.t1:Sp-Hypp_1744
21622,HER_35390.t1:Sp-Hypp_2053
21623,HER_35391.t1:none
21624,HER_35392.t1:none
21625,HER_35393.t1:Sp-TpaseL_10
21626,HER_35395.t1:Sp-Zufsp
21627,HER_35396.t1:Sp-Asci1cs3
21628,HER_35398.t1:none
21629,HER_35399.t1:Sp-Unk_8
21630,HER_354.t1.1.5f2c6d1a:none
21631,HER_354.t1:none
21632,HER_35400.t1:Sp-Rt19
21633,HER_35401.t1:Sp-Hypp_1439
21634,HER_35402.t1_HER_35397.t1_HER_35405.t1:Sp-Unk_8
21635,HER_35404.t1:none
21636,HER_35408.t1:none
21637,HER_35409.t1:Sp-Lats
21638,HER_35409.t2:Sp-Lats
21639,HER_3541.t1:Sp-Nlr17
21640,HER_35410.t1:none
21641,HER_35411.t1:none
21642,HER_35412.t1:none
21643,HER_35413.t1:Sp-Apn5b
21644,HER_35414.t1:none
21645,HER_35415.t1:none
21646,HER_35417.t1:Sp-Mapkkk5
21647,HER_35417.t2:Sp-Mekk5
21648,HER_35417.t3:Sp-Mekk5
21649,HER_35418.t1:none
21650,HER_35418.t2:Sp-Cnnm2_1
21651,HER_3542.t1:Sp-Hypp_762
21652,HER_35420.t1:Sp-Gal/lec5
21653,HER_35421.t1:Sp-Gal/lec5
21654,HER_35422.t1:Sp-PolypL_938
21655,HER_35429.t1:Sp-Abcb7
21656,HER_35430.t1:none
21657,HER_35432.t1:none
21658,HER_35433.t1:Sp-PolypL_10
21659,HER_35434.t1:Sp-Gart_1
21660,HER_35435.t1:Sp-SwiL
21661,HER_35435.t2:Sp-SwiL
21662,HER_35436.t1:Sp-Nlr6
21663,HER_35437.t1:Sp-DlcL1
21664,HER_35438.t1:Sp-SfpqL
21665,HER_35439.t1:Sp-Zmym3
21666,HER_35439.t2:Sp-Zmym3
21667,HER_3544.t1:Sp-Rock
21668,HER_35440.t1:Sp-Gal/lec15
21669,HER_35441.t1:Sp-PppL_134
21670,HER_35442.t1:Sp-Endrvt49
21671,HER_35447.t1:Sp-Gal/lec15
21672,HER_35448.t1:Sp-Transposasel
21673,HER_35451.t1:Sp-Gal/lec5
21674,HER_35456.t1:Sp-Rbbp4
21675,HER_35457.t1:Sp-Gal3st1_12
21676,HER_35458.t1:Sp-Gal3st1L_3
21677,HER_3546.t1:none
21678,HER_35460.t1:Sp-Mglur3_2
21679,HER_35461.t1:none
21680,HER_35462.t1:Sp-Yars_1
21681,HER_35463.t1:Sp-Cox4L_1
21682,HER_35464.t1:none
21683,HER_35467.t1:Sp-PolypL_118
21684,HER_35469.t1:Sp-Hypp_522
21685,HER_35469.t2:Sp-Hypp_522
21686,HER_3547.t1:none
21687,HER_35471.t1:Sp-Pex7
21688,HER_35472.t1:Sp-Sap30L
21689,HER_35473.t1:none
21690,HER_35474.t1:none
21691,HER_35475.t1:none
21692,HER_35476.t1:none
21693,HER_35477.t1:none
21694,HER_35478.t1.1.5f2c6c91:none
21695,HER_35478.t1:none
21696,HER_35479.t1:Sp-Ehsh1
21697,HER_35479.t2:Sp-Ehsh1
21698,HER_3548.t1:Sp-SatL6
21699,HER_35480.t1:Sp-Cryzl1
21700,HER_35481.t1:none
21701,HER_35482.t1:none
21702,HER_35483.t1:Sp-Hypp_1573
21703,HER_35484.t1:Sp-Rab39
21704,HER_35485.t1:Sp-Slc35f1
21705,HER_35486.t1:Sp-Fbox/RhoGEF
21706,HER_35487.t1:Sp-Faah2
21707,HER_35488.t1:Sp-Elovl6
21708,HER_35489.t1:Sp-Nlr13
21709,HER_35490.t1:Sp-Nlr9
21710,HER_35491.t1:Sp-Nlr52
21711,HER_35492.t1:Sp-Nlr49
21712,HER_35493.t1:none
21713,HER_35494.t1:Sp-Hypp_1203
21714,HER_35495.t1:none
21715,HER_35498.t1:Sp-Nlr9
21716,HER_35499.t1:Sp-Nlr52
21717,HER_355.t1:none
21718,HER_3550.t1:Sp-Unc44_296
21719,HER_35500.t1:Sp-Dgcr6L_2
21720,HER_35501.t1:Sp-Hypp_1271
21721,HER_35502.t1:Sp-Dgcr6L_2
21722,HER_35503.t1:Sp-Nlr10
21723,HER_35504.t1:Sp-Nlr54
21724,HER_35506.t1:Sp-Hypp_2402
21725,HER_35507.t1:Sp-Hypp_1271
21726,HER_35508.t1:Sp-Nlr8
21727,HER_35509.t1:Sp-RtL_38
21728,HER_3551.t1:none
21729,HER_35511.t1:Sp-Nlr8
21730,HER_35513.t1:none
21731,HER_35514.t1:Sp-Nlr9
21732,HER_35516.t1.1.5f2c6c70:Sp-Slc16a6L_1
21733,HER_35516.t1.2.5f2c6c70:Sp-Slc16a6L_1
21734,HER_35516.t1:Sp-Slc16a6L_1
21735,HER_35518.t1:Sp-Samd9L_2
21736,HER_35521.t1:Sp-Samd9L_7
21737,HER_35523.t1:Sp-Hypp_2573
21738,HER_35524.t1.1.5f2c6c93:Sp-Hgd
21739,HER_35524.t1:Sp-Hgd
21740,HER_35525.t1:Sp-Mrps9
21741,HER_35526.t1:Sp-Fam162
21742,HER_35527.t1:Sp-Hypp_2697
21743,HER_35528.t1:Sp-Ccdc83
21744,HER_35528.t2.1.5f2c6c93:Sp-Ccdc83
21745,HER_35528.t2.2.5f2c6c93:Sp-Ccdc83
21746,HER_35528.t2:Sp-Ccdc83
21747,HER_35529.t1:Sp-Mina
21748,HER_3553.t1:Sp-Spo11
21749,HER_35531.t1:Sp-Tulp4L
21750,HER_35531.t2:Sp-Tulp4L
21751,HER_35531.t3:Sp-Tulp4L
21752,HER_35532.t1:Sp-Tmem39a
21753,HER_35533.t1:Sp-Tfg
21754,HER_35533.t2:Sp-Tfg
21755,HER_35534.t1:Sp-Agpat3
21756,HER_35535.t1:none
21757,HER_35536.t1:Sp-Tlr138
21758,HER_35538.t1:Sp-Hypp_1386
21759,HER_35540.t1:Sp-Rev3_1
21760,HER_35541.t1.1.5f2d755a:Sp-Cspe3/7L
21761,HER_35541.t1:Sp-Cspe3/7L
21762,HER_35542.t1:none
21763,HER_35543.t1:none
21764,HER_35544.t1.1.5f2c6c94:Sp-Wdtc1
21765,HER_35544.t1:Sp-Wdtc1
21766,HER_35545.t1:Sp-Arfgef3
21767,HER_35546.t1:Sp-Arfgef3_1
21768,HER_35547.t1:Sp-Hnmtl
21769,HER_35548.t1:none
21770,HER_35549.t1:none
21771,HER_3555.t1:Sp-Lama2f_1
21772,HER_35552.t1:none
21773,HER_35556.t1:none
21774,HER_35557.t1:Sp-PolppL_39
21775,HER_35558.t1:Sp-PolppL_61
21776,HER_35559.t1:Sp-Hypp_97
21777,HER_3556.t1:none
21778,HER_35560.t1:Sp-Hypp_97
21779,HER_35561.t1:none
21780,HER_35562.t1:Sp-Ttrhde
21781,HER_35563.t1:Sp-Ttrhde
21782,HER_35564.t1:none
21783,HER_35565.t1:Sp-Hypp_2394
21784,HER_35565.t2:Sp-Hypp_2394
21785,HER_35566.t1:Sp-Hypp_2394
21786,HER_35567.t1:Sp-PolppL_36
21787,HER_35569.t1:Sp-Samd3L
21788,HER_3557.t1:Sp-Lama2f_1
21789,HER_35570.t1:none
21790,HER_35571.t1:Sp-Hypp_97
21791,HER_35572.t1:Sp-PolppL_39
21792,HER_35573.t1:Sp-Wrb
21793,HER_35578.t1:Sp-Taar7aL
21794,HER_35579.t1.1.5f2c6c72:Sp-Slc22a3_8
21795,HER_35579.t1:Sp-Slc22a3_8
21796,HER_35579.t2:Sp-Slc22a3_8
21797,HER_3558.t1:none
21798,HER_35581.t1:Sp-Taar7aL
21799,HER_35582.t1:Sp-Slc22a3_8
21800,HER_35584.t1:Sp-Hypp_2947
21801,HER_35585.t1:Sp-Taar7aL
21802,HER_35586.t1:none
21803,HER_35587.t1:Sp-Slc22a13_2
21804,HER_35588.t1:Sp-Orct
21805,HER_35591.t1:Sp-Slc22a1
21806,HER_35592.t1:Sp-PlgL2
21807,HER_35594.t1.1.5f2c6c73:Sp-PlgL2_1
21808,HER_35594.t1:Sp-PlgL2_1
21809,HER_35595.t1:Sp-RtL_62
21810,HER_35597.t1:Sp-PolypL_122
21811,HER_35598.t1:Sp-TfIID13
21812,HER_35599.t1:none
21813,HER_356.t1:Sp-Adsr
21814,HER_35600.t1:Sp-C6orf118L
21815,HER_35601.t1:Sp-Cstf2
21816,HER_35602.t1:none
21817,HER_35603.t1.1.5f2c6c94:Sp-Slc17
21818,HER_35603.t1:Sp-Slc17
21819,HER_35605.t1:none
21820,HER_35606.t1:none
21821,HER_35607.t1:Sp-Hypp_2793
21822,HER_35608.t1:Sp-MidnL
21823,HER_35609.t1:Sp-Tlr047
21824,HER_3561.t1:Sp-Spo11
21825,HER_35610.t1:Sp-Mdn1_2
21826,HER_35611.t1:Sp-Mdn1_1
21827,HER_35612.t1:Sp-Hypp_53
21828,HER_35613.t1:Sp-Txlna
21829,HER_35614.t1:Sp-Uprt
21830,HER_35615.t1:Sp-Rps4
21831,HER_35616.t1:Sp-Syap1
21832,HER_35617.t1:Sp-Hecah
21833,HER_35618.t1:Sp-Hypp_1532
21834,HER_35619.t1:Sp-Tp53i3
21835,HER_35620.t1:Sp-Hypp_1854
21836,HER_35621.t1:Sp-Hypp_1854
21837,HER_35622.t1:Sp-Hypp_2363
21838,HER_35626.t1:Sp-Mdn1_1
21839,HER_35627.t1:Sp-Hypp_98
21840,HER_35629.t1:Sp-Hypp_25
21841,HER_3563.t1:Sp-Lama2f_1
21842,HER_35630.t1:Sp-Txlna
21843,HER_35631.t1:Sp-Uprt
21844,HER_35633.t1:Sp-Rps4
21845,HER_35634.t1:Sp-Syap1
21846,HER_35635.t1:Sp-Hecah
21847,HER_35636.t1:Sp-Hypp_1532
21848,HER_35637.t1:Sp-Tp53i3
21849,HER_35638.t1:Sp-Hypp_1854
21850,HER_35639.t1:Sp-Hypp_1854
21851,HER_3564.t1:none
21852,HER_35640.t1:Sp-Hypp_2363
21853,HER_35641.t1:none
21854,HER_35642.t1:none
21855,HER_35643.t1:none
21856,HER_35644.t1:none
21857,HER_35645.t1:Sp-Hypp_2800
21858,HER_35646.t1:Sp-B7L3
21859,HER_35647.t1:Sp-Hypp_2938
21860,HER_35648.t1:Sp-Hypp_1851
21861,HER_35649.t1:Sp-Megf11_1
21862,HER_3565.t1:Sp-5ht1a
21863,HER_35650.t1.1.5f2c6c74:Sp-Atg5
21864,HER_35650.t1:Sp-Atg5
21865,HER_35653.t1:none
21866,HER_35654.t1:none
21867,HER_35655.t1:Sp-C3orf19_1
21868,HER_35656.t1:Sp-Ste24pL_1
21869,HER_35657.t1:Sp-Pxr4
21870,HER_35659.t1:Sp-Rpl13a
21871,HER_35660.t1:Sp-Sod
21872,HER_35661.t1:Sp-Hypp_850
21873,HER_35662.t1:Sp-Cub/Fa58C/Ldla/Gpcr
21874,HER_35663.t1:none
21875,HER_35664.t1:Sp-Masp
21876,HER_35666.t1:Sp-Tak1
21877,HER_35666.t2:Sp-Tak1
21878,HER_35669.t1:Sp-Gpr54L
21879,HER_3567.t1:Sp-Lama2L_1
21880,HER_35670.t1:Sp-Clect_6
21881,HER_35671.t1:none
21882,HER_35672.t1:none
21883,HER_35673.t1:none
21884,HER_35674.t1:none
21885,HER_35675.t1:none
21886,HER_35676.t1:Sp-Mlh1
21887,HER_35677.t1:Sp-Llgl
21888,HER_35678.t1:Sp-PolypL_10
21889,HER_35679.t1:Sp-Stxbp5
21890,HER_3568.t1:Sp-Prardh
21891,HER_35680.t1:Sp-Tab2/3
21892,HER_35682.t1:Sp-FoxO_1
21893,HER_35685.t1:Sp-Hypp_3010
21894,HER_35686.t1:Sp-Trappc10
21895,HER_35687.t1:Sp-Smarcad1
21896,HER_35688.t1:Sp-Hypp_1263
21897,HER_35690.t1:Sp-PrkrirL1
21898,HER_35692.t1:Sp-Dmd
21899,HER_35695.t1:Sp-Dycl
21900,HER_35696.t1:Sp-Fn3f_29
21901,HER_35697.t1:none
21902,HER_35698.t1:Sp-Kakapo
21903,HER_3570.t1:none
21904,HER_35701.t1:none
21905,HER_35702.t1:none
21906,HER_35703.t1:Sp-Cubn
21907,HER_35704.t1:Sp-Gpr151L_7
21908,HER_35706.t1:Sp-Gpr151L_10
21909,HER_35707.t1:Sp-Gpr151L_7
21910,HER_35708.t1:Sp-Adrb2L_14
21911,HER_35709.t1:Sp-Adra1dL_1
21912,HER_3571.t1:Sp-NotchL_8
21913,HER_35710.t1:none
21914,HER_35712.t1:Sp-Hypp_1270
21915,HER_35713.t1:Sp-Msh2_1
21916,HER_35714.t1:Sp-Sdr_3
21917,HER_35715.t1:Sp-Hypp_977
21918,HER_35721.t1:Sp-GagpolL_10
21919,HER_35722.t1:Sp-PppL_270
21920,HER_35723.t1:Sp-Hypp_2066
21921,HER_35726.t1:Sp-PppL_263
21922,HER_35727.t1:Sp-PolppL_104
21923,HER_35728.t1:none
21924,HER_35729.t1:none
21925,HER_35731.t1:Sp-PppL_115
21926,HER_3574.t1:Sp-TpaseL_10
21927,HER_35740.t1:Sp-B3galt1_10
21928,HER_35741.t1:Sp-Slc
21929,HER_35742.t1:Sp-Slc
21930,HER_35743.t1:Sp-PnisrL_1
21931,HER_35744.t1:Sp-MyVI
21932,HER_35745.t1.1.5f2c6c96:Sp-MethsynthII
21933,HER_35745.t1.2.5f2c6c96:Sp-MethsynthII
21934,HER_35745.t1.3.5f2c6c96:Sp-MethsynthII
21935,HER_35745.t1:Sp-MethsynthII
21936,HER_35746.t1:Sp-Hypp_1153
21937,HER_35747.t1:none
21938,HER_35748.t1:Sp-Slc5a3
21939,HER_35750.t1:none
21940,HER_35753.t1:Sp-Rvt/Exn/End/Pp
21941,HER_35755.t1:Sp-Hypp_2848
21942,HER_35758.t1:Sp-GagpL_7
21943,HER_35760.t1:none
21944,HER_35761.t1:Sp-Hypp_139
21945,HER_35763.t1:Sp-Hypp_139
21946,HER_35764.t1:none
21947,HER_35765.t1:none
21948,HER_35766.t1:Sp-Hypp_139
21949,HER_35767.t1:Sp-Hypp_139
21950,HER_35768.t1:Sp-Hypp_139
21951,HER_35769.t1:Sp-Hypp_2354
21952,HER_35775.t1:Sp-PppL_258
21953,HER_35780.t1:Sp-Hypp_2885
21954,HER_35782.t1:Sp-Lztr1
21955,HER_35784.t1:Sp-Hypp_2194
21956,HER_35785.t1:Sp-TpaseL_2
21957,HER_35787.t1:Sp-Hypp_2543
21958,HER_35788.t1:Sp-PolppL_60
21959,HER_35792.t1:Sp-PppL_126
21960,HER_35794.t1:Sp-GagpL_7
21961,HER_35795.t1:Sp-Hypp_2425
21962,HER_35796.t1:Sp-Edrf1L
21963,HER_358.t1:none
21964,HER_3580.t1:Sp-Mrc1L_12
21965,HER_35801.t1:Sp-PolppL_54
21966,HER_35805.t1:Sp-Nphp3
21967,HER_35807.t1:none
21968,HER_35808.t1:Sp-Hypp_992
21969,HER_35809.t1:Sp-GagpolL_13
21970,HER_3581.t1:Sp-Hypp_3052
21971,HER_3581.t2:Sp-Hypp_3052
21972,HER_35810.t1:none
21973,HER_35811.t1:Sp-Csmd1L
21974,HER_35812.t1:none
21975,HER_35813.t1:none
21976,HER_35814.t1:none
21977,HER_35815.t1:Sp-Csmd1L
21978,HER_35816.t1:Sp-Tmprss2L
21979,HER_35818.t1:none
21980,HER_35819.t1:Sp-Csmd1L
21981,HER_3582.t1:none
21982,HER_35821.t1:Sp-Endrvt39
21983,HER_35822.t1:Sp-RtL_62
21984,HER_35823.t1:Sp-Hypp_1056
21985,HER_35827.t1:Sp-PolypL_127
21986,HER_3583.t1:Sp-CubnL_3
21987,HER_35831.t1:none
21988,HER_35832.t1:none
21989,HER_35833.t1:none
21990,HER_35836.t1:none
21991,HER_35838.t1:none
21992,HER_35839.t1:none
21993,HER_3584.t1:Sp-CubnL_3
21994,HER_35840.t1:Sp-Csmd1L
21995,HER_35846.t1.1.5f2c6c84:Sp-Atub4
21996,HER_35846.t1:Sp-Atub4
21997,HER_35848.t1:Sp-Endnrt
21998,HER_3585.t1:Sp-CubnL_10
21999,HER_35851.t1:Sp-Tll
22000,HER_35852.t1:Sp-Lace1
22001,HER_35853.t1:Sp-Slc7
22002,HER_35854.t1:Sp-Atub8
22003,HER_35855.t1:Sp-Atub14
22004,HER_35856.t1:Sp-Atub13
22005,HER_35857.t1:Sp-Atub3
22006,HER_35858.t1:Sp-Atub13
22007,HER_35859.t1:Sp-Atub5
22008,HER_35860.t1:Sp-Atub13
22009,HER_35861.t1.1.5f2c6c96:Sp-Atub5
22010,HER_35861.t1:Sp-Atub5
22011,HER_35862.t1:Sp-Atub13
22012,HER_35863.t1:Sp-Atub5
22013,HER_35864.t1:Sp-Atub5
22014,HER_35865.t1:Sp-Hypp_2701
22015,HER_35869.t1:Sp-Gal3st1-2
22016,HER_3587.t1:none
22017,HER_35870.t1:Sp-Hypp_1459
22018,HER_35871.t1:Sp-Gal3st1_8
22019,HER_35873.t1:Sp-Zmym1L_2
22020,HER_35874.t1:Sp-Gal3st1_8
22021,HER_35875.t1:Sp-Hypp_945
22022,HER_35876.t1:Sp-Atub13
22023,HER_35877.t1:none
22024,HER_35878.t1:Sp-Orct_2
22025,HER_35879.t1:Sp-Sms
22026,HER_3588.t1:Sp-Hypp_269
22027,HER_35880.t1:Sp-Sms
22028,HER_35881.t1:none
22029,HER_35884.t1:Sp-Hypp_130
22030,HER_35885.t1:none
22031,HER_3589.t1:Sp-Gal/lec/Tm_1
22032,HER_35890.t1:Sp-EndrvtC
22033,HER_35891.t1:Sp-Endrvt64
22034,HER_35894.t1:none
22035,HER_35895.t1:Sp-Cox4L_1
22036,HER_35897.t1:Sp-Dusp14/18/21
22037,HER_35898.t1:Sp-Z215
22038,HER_3590.t1:none
22039,HER_35900.t1:Sp-Cyb5r3
22040,HER_35901.t1:Sp-Acat
22041,HER_35902.t1:Sp-Sap18
22042,HER_35903.t1:Sp-Paaf1
22043,HER_35905.t1:Sp-PolppL_50
22044,HER_35907.t1:Sp-Cox4L_1
22045,HER_35909.t1:Sp-Dusp14/18/21
22046,HER_3591.t1:Sp-CubnL_3
22047,HER_35910.t1:Sp-Z215
22048,HER_35911.t1:none
22049,HER_35912.t1:Sp-Cyb5r3
22050,HER_35913.t1:Sp-Acat
22051,HER_35914.t1:Sp-Sap18
22052,HER_35917.t1:Sp-PolppL_36
22053,HER_35918.t1:Sp-Paaf1
22054,HER_3592.t1:Sp-SatL6
22055,HER_35921.t1:none
22056,HER_35924.t1.1.5f2c6c97:none
22057,HER_35924.t1:none
22058,HER_35927.t1:none
22059,HER_35928.t1:none
22060,HER_35929.t1:Sp-PolppL_39
22061,HER_3593.t1:Sp-Endrvt76
22062,HER_35931.t1:Sp-Hypp_97
22063,HER_35932.t1:Sp-Mrps31L
22064,HER_35933.t1:none
22065,HER_35934.t1:Sp-Pcnp
22066,HER_35935.t1_HER_35936.t1:Sp-Zc3h12bL
22067,HER_35937.t1:Sp-Zc3h12bL
22068,HER_35938.t1:Sp-Zc3h12bL
22069,HER_3594.t1:Sp-Fn3f_29
22070,HER_35940.t1:Sp-Eif2g
22071,HER_35942.t1:Sp-Hunk_1
22072,HER_35943.t1:none
22073,HER_35944.t1:Sp-Tmem181
22074,HER_35947.t1:Sp-Nt5e_2
22075,HER_35948.t1:Sp-Clect_110
22076,HER_35949.t1:Sp-Seccltcp1
22077,HER_35950.t1:Sp-Nt5e_2
